id,danceability,energy,valence,mood
spotify:track:6LiuMpZjyjjuXFP5Ljo9bv,0.708,0.9,0.936,Happy
spotify:track:5PY9fTLp4MPXsbeRouS8gd,0.572,0.951,0.276,Happy
spotify:track:0ccnGefiTLZYOdHTB7ut1D,0.668,0.725,0.352,Happy
spotify:track:69wzXH2xyoQCaMydQ45rUt,0.631,0.942,0.451,Happy
spotify:track:3uO4nLDiJMH2DkixEFcHIN,0.51,0.833,0.701,Happy
spotify:track:5EO3XfmUHzdeGq3XCue8YP,0.618,0.76,0.571,Happy
spotify:track:22t8PQeP5klRoguomM4wZp,0.792,0.779,0.76,Happy
spotify:track:5p0aallQlnYrQmHI10BASz,0.713,0.849,0.373,Happy
spotify:track:0LOjVJaTDqXyu37cjUYpT2,0.668,0.943,0.341,Happy
spotify:track:2BoPkeahovHxCSfmmlEl26,0.725,0.824,0.598,Happy
spotify:track:7hLqii5dbwnwn3IiHt7k4D,0.683,0.894,0.851,Happy
spotify:track:7Iv0928rZ28KjivhAJPqfC,0.765,0.672,0.342,Happy
spotify:track:5WwnSIlom58yAxG4j2EVRK,0.615,0.572,0.354,Sad
spotify:track:0cTDPvlLlj1T3WwUMzX6Uq,0.763,0.684,0.745,Happy
spotify:track:2TSU0Ti5e5beL9mYlHbYQu,0.613,0.882,0.255,Happy
spotify:track:4R3AU2pjv8ge2siX1fVbZs,0.372,0.128,0.172,Calm
spotify:track:7qoxdajngC0j9VXrcnephA,0.702,0.84,0.639,Happy
spotify:track:6ktoQBpMjWdKbfOdHeudpE,0.597,0.247,0.27,Sad
spotify:track:3huGq5x6LKmTqXzpcmAN2X,0.529,0.241,0.39,Sad
spotify:track:7AYP21Q4qnxw2WxETEvSRb,0.34,0.684,0.556,Happy
spotify:track:472jZF9DQbbJlp6Zg58aai,0.574,0.885,0.757,Happy
spotify:track:4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0.297,Calm
spotify:track:3vkCueOmm7xQDoJ17W1Pm3,0.504,0.308,0.121,Calm
spotify:track:2xXNLutYAOELYVObYb1C1S,0.422,0.25,0.246,Calm
spotify:track:2CPDwUoC69q6ric0kjUf72,0.398,0.443,0.208,Sad
spotify:track:4JeOesjcWWlprTAvucDSJX,0.53,0.593,0.538,Happy
spotify:track:7EAMXbLcL0qXmciM5SwMh2,0.901,0.136,0.643,Sad
spotify:track:1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,0.216,Sad
spotify:track:1fDFHXcykq4iw8Gg7s5hG9,0.416,0.762,0.461,Happy
spotify:track:7D0RhFcb3CrfPuTJ0obrod,0.371,0.268,0.165,Calm
spotify:track:4KGGeE7RJsgLNZmnxGFlOj,0.449,0.353,0.55,Sad
spotify:track:2nC3QhMI9reBIOWutbU3Tj,0.572,0.406,0.265,Calm
spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,0.119,Calm
spotify:track:0cZDC7uxNK8lqQ3GgyvCnD,0.348,0.907,0.177,Happy
spotify:track:4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,0.27,Sad
spotify:track:709p9UGPAuyImWf1Z3vjRo,0.299,0.142,0.123,Calm
spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,0.403,Sad
spotify:track:4IhKLu7Vk3j2TLmnFPl6To,0.723,0.504,0.551,Happy
spotify:track:1XTY6rA7XQosc0ynkkE9kN,0.48,0.199,0.201,Sad
spotify:track:6uvh0In7u1Xn4HgxOfAn8O,0.507,0.294,0.386,Sad
spotify:track:2L9N0zZnd37dwF0clgxMGI,0.516,0.322,0.261,Sad
spotify:track:5GRarkYarOgejsLCxLprQD,0.519,0.118,0.216,Calm
spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,0.444,0.0911,0.142,Calm
spotify:track:0KmgJyW4GDgonqsoyx0CZ3,0.471,0.335,0.111,Sad
spotify:track:3hRV0jL3vUpRrcy398teAU,0.544,0.369,0.102,Calm
spotify:track:21szgNA72iLwvBxHQLgwBh,0.444,0.669,0.44,Sad
spotify:track:6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,0.379,Sad
spotify:track:1daDRI9ahBonbWD8YcxOIB,0.672,0.642,0.494,Sad
spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,0.124,Sad
spotify:track:7wTqEW5nrMhvyEhEyTnOMd,0.489,0.413,0.246,Sad
spotify:track:7kt9e9LFSpN1zQtYEl19o1,0.515,0.476,0.412,Sad
spotify:track:4wcBRRpIfesgcyUtis7PEg,0.473,0.203,0.419,Sad
spotify:track:6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,0.322,Sad
spotify:track:3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,0.148,Calm
spotify:track:4nyF5lmSziBAt7ESAUjpbx,0.445,0.455,0.151,Sad
spotify:track:5ajjAnNRh8bxFvaVHzpPjh,0.386,0.426,0.261,Sad
spotify:track:1wVuPmvt6AWvTL5W2GJnzZ,0.498,0.59,0.0784,Sad
spotify:track:2TktkzfozZifbQhXjT6I33,0.697,0.336,0.31,Sad
spotify:track:3CWq0pAKKTWb0K4yiglDc4,0.747,0.391,0.195,Sad
spotify:track:1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,0.0592,Sad
spotify:track:5uu2OCGGrTRS1sIvlMgKwe,0.697,0.22,0.194,Sad
spotify:track:5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,0.0849,Calm
spotify:track:0KQRhak4Irr2CKxgQ9U6ay,0.502,0.416,0.433,Sad
spotify:track:3iHzKA9HlXf5wsGdsrsnSA,0.664,0.76,0.7,Happy
spotify:track:790xAaylcgzyKm40GM95Gl,0.626,0.535,0.358,Sad
spotify:track:26hOm7dTtBi0TdpDGl141t,0.472,0.518,0.154,Sad
spotify:track:5JCoSi02qi3jJeHdZXMmR8,0.369,0.272,0.218,Calm
spotify:track:1nYzjrdVQ8RpF93M0jPFW7,0.679,0.61,0.554,Happy
spotify:track:1ei3hzQmrgealgRKFxIcWn,0.362,0.54,0.3,Sad
spotify:track:5hnGrTBaEsdukpDF6aZg8a,0.4,0.641,0.393,Sad
spotify:track:4Skkx52Dh8yo4G1ijAEGs3,0.586,0.439,0.365,Sad
spotify:track:33uKUpu9ZXsHhcxRLoxnWI,0.656,0.584,0.445,Sad
spotify:track:4KULAymBBJcPRpk1yO4dOG,0.429,0.453,0.155,Sad
spotify:track:3Nl5OkkmS5DaBZvuYofpAt,0.548,0.307,0.317,Sad
spotify:track:0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,0.13,Calm
spotify:track:4wH7ZoqgETaACS9BlUkvuY,0.607,0.47,0.445,Sad
spotify:track:4NioO5R9sHEZh4cGzMHyNt,0.626,0.547,0.192,Sad
spotify:track:0aIW3ekrhK1eh3BYCh11op,0.543,0.333,0.261,Sad
spotify:track:4l0RmWt52FxpVxMNni6i63,0.66,0.379,0.0762,Sad
spotify:track:3gdPwk2wyOXNRnTA1KXnEr,0.676,0.461,0.466,Sad
spotify:track:0qvzXomUDJVaUboy2wMfiS,0.677,0.401,0.195,Sad
spotify:track:5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0.386,Calm
spotify:track:53dtP2iUMvaF28JZcHnFuU,0.499,0.246,0.153,Calm
spotify:track:7zw6nQHTwml1mVuQDf5V6k,0.401,0.151,0.478,Sad
spotify:track:0hFTdvxUbHl1CqrdZcbWtZ,0.641,0.68,0.482,Happy
spotify:track:0BiqmkasE5FdrChwKfVp8X,0.422,0.235,0.068,Calm
spotify:track:0KpWiHVmIFDTvai20likX4,0.382,0.401,0.145,Sad
spotify:track:55Am8neGJkdj2ADaM3aw5H,0.311,0.485,0.225,Sad
spotify:track:2lWdeczQNurRVraTyZFmgp,0.628,0.441,0.453,Sad
spotify:track:2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.363,Sad
spotify:track:5gukv8x9eP58gFy2OcZEBQ,0.534,0.493,0.232,Sad
spotify:track:6BQPRUFGHsgtNYJxuwhktR,0.312,0.229,0.239,Calm
spotify:track:2VFetGqLYq0Pc8ZtRYCaeL,0.364,0.294,0.125,Calm
spotify:track:1is8gU4RVcN4J8xItxWoOY,0.422,0.34,0.223,Sad
spotify:track:2qLyo5FeWquE7HBUbcVnEy,0.515,0.387,0.408,Calm
spotify:track:4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,0.0978,Sad
spotify:track:7dDrR6vMK1JAwZZ5MIWgme,0.436,0.255,0.15,Sad
spotify:track:3kywzyEr7V106Un5cDyh12,0.628,0.298,0.166,Sad
spotify:track:1imbsYvtz61ZvUgGqKCr3j,0.431,0.323,0.131,Sad
spotify:track:1TE8AAk9koG0UJco6ZAUfx,0.582,0.568,0.394,Sad
spotify:track:6ErCfbbI9BG4bK2djjKUvP,0.348,0.381,0.494,Sad
spotify:track:4HcARAxzsbIB3MqiEkejM6,0.566,0.348,0.374,Sad
spotify:track:54SXW7yYS36p8rOMFGmcoN,0.765,0.435,0.562,Happy
spotify:track:04zpnoSROKFTCfgkoPcZ5A,0.519,0.638,0.531,Happy
spotify:track:3eGIiMTMZduPDb4MN0NTqD,0.553,0.513,0.266,Sad
spotify:track:7r2DoJ1tzl12CJ3fbsmoUT,0.51,0.202,0.139,Calm
spotify:track:5zcoYCmeIL392as1bwIYce,0.779,0.604,0.404,Happy
spotify:track:4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,0.206,Sad
spotify:track:0XER3HPMx223xWaAgNKp4Y,0.6,0.389,0.244,Sad
spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.286,0.0666,Calm
spotify:track:71XJNtOdwmL1UWOQQvsKoH,0.594,0.448,0.208,Sad
spotify:track:3PsHulD1zewglcTPcEPnlk,0.609,0.343,0.262,Sad
spotify:track:2At18rPHOuTEjGEppwGV0A,0.661,0.517,0.241,Sad
spotify:track:5GpYt1p4z2EPVKv5t7XDof,0.483,0.321,0.148,Sad
spotify:track:6HJizCbaqaEQG1eLjn341Z,0.37,0.559,0.316,Sad
spotify:track:03zuGqxMwUFFmCwusq0WKE,0.519,0.383,0.157,Calm
spotify:track:6eI8B3QW20P68MCYMb4Etd,0.665,0.719,0.491,Happy
spotify:track:2Kqw2ECnErSCU9bxPSVgGx,0.503,0.358,0.179,Sad
spotify:track:2EBtLxQSV8EHpk4gHoMnl3,0.33,0.184,0.188,Calm
spotify:track:4E4K8qooKOsDHpZrmquBGm,0.387,0.287,0.373,Sad
spotify:track:3t5o6aDBXWyNZiyFQylraq,0.441,0.508,0.19,Sad
spotify:track:7F1CiKqrY44kh5cDqwHOnx,0.541,0.153,0.359,Sad
spotify:track:7ranmtPVs7Ckg2WLHO2L0m,0.558,0.454,0.424,Sad
spotify:track:3vZk7OAUjMtVDNC852aNqi,0.395,0.309,0.0673,Calm
spotify:track:4bt7eqP7mfWduRBKEpCAzM,0.663,0.374,0.351,Sad
spotify:track:4vuVzf7BIZhDAFm3TB0Tzy,0.745,0.543,0.242,Happy
spotify:track:2RnBxdoRGOBzy2yvThWtMe,0.364,0.512,0.134,Sad
spotify:track:2m6HgwjakjAXimujX8m4sk,0.566,0.417,0.669,Happy
spotify:track:44siIYlT1dMRQysOVjEvdF,0.501,0.348,0.276,Sad
spotify:track:2GQqCyDCD0Z7BL2otJkFRh,0.648,0.501,0.656,Happy
spotify:track:0DFldA3ySuV2dblrOAWq1f,0.478,0.555,0.43,Sad
spotify:track:2VgE8fT65dU0FgyA4z5nqN,0.416,0.417,0.174,Sad
spotify:track:4JdSXF2p71cr8uCY3UiJM0,0.605,0.726,0.393,Happy
spotify:track:22UYp7aAy1XmIYZ1GsnJuB,0.637,0.513,0.234,Sad
spotify:track:4WefXOf8I4gMjdj2kBJgkl,0.437,0.381,0.435,Sad
spotify:track:30LZU3ReFIndjHLfaahreM,0.564,0.612,0.146,Sad
spotify:track:1Ip5p31SowqjJLo2ss1afJ,0.62,0.468,0.646,Happy
spotify:track:19pChrR4hwdINqoOFUo2Hj,0.689,0.143,0.528,Sad
spotify:track:39HJJEgUFZcnhH4ziSqomg,0.534,0.373,0.351,Calm
spotify:track:2VDTqhsSzrRxsbjvv4KLPl,0.569,0.393,0.405,Sad
spotify:track:2vdBo4ALPYbHRUPKgtE5iC,0.287,0.364,0.11,Sad
spotify:track:23oYG6HAbahMQEtjk0M7GK,0.58,0.485,0.158,Sad
spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0.543,Sad
spotify:track:2w5iEdgKsFms9vAFq2n3Yy,0.654,0.323,0.415,Sad
spotify:track:3J2k478GV4E9GbFzN7ndgv,0.547,0.222,0.528,Sad
spotify:track:1Ip2m42GTwiaG20hW7dtuZ,0.71,0.352,0.269,Sad
spotify:track:6RQ5IwG7uADz9LDWliJGjU,0.604,0.199,0.191,Sad
spotify:track:79tOFjU8iFZn0pvsAfQ1DZ,0.675,0.568,0.551,Happy
spotify:track:1vezKKI9PZnHIMFzzDcF6U,0.672,0.59,0.211,Sad
spotify:track:1EL27Y8YRofgvgIyhRD5JS,0.629,0.39,0.589,Happy
spotify:track:1KMEDSIl2j1NwYa9mgvMyg,0.488,0.103,0.326,Calm
spotify:track:5uQ3vWMDvHlm1KL3YcBPeE,0.553,0.513,0.182,Sad
spotify:track:4d2ZJ9W7dkQuITwUCTuD5n,0.579,0.454,0.461,Sad
spotify:track:5SSN6VUT5PduTBsGbTd2Sd,0.686,0.565,0.496,Happy
spotify:track:6f2nWEm8aqMxKZtlxsyxWD,0.63,0.283,0.405,Sad
spotify:track:5fuNhRavX030PFZ42Am6Vn,0.587,0.319,0.26,Sad
spotify:track:0hiHNxqKGf3GZgVTIOAiiK,0.614,0.526,0.366,Sad
spotify:track:5CYUCj24HvoKfjraBQal0O,0.611,0.582,0.274,Sad
spotify:track:6X1e8vitsmstMQIC2wrETx,0.602,0.314,0.155,Sad
spotify:track:7gJr3ockQ0fezUXuUXvaSq,0.505,0.494,0.198,Sad
spotify:track:3SQJJ5wTW8y40TE0abStR6,0.629,0.429,0.161,Sad
spotify:track:3fajzhEHSdlSmY31dORz9M,0.464,0.331,0.513,Sad
spotify:track:5WMA8AmXGff8wo450I3Ecn,0.418,0.429,0.175,Sad
spotify:track:3BZrc6J8hFLzl2qX6l7NZN,0.561,0.255,0.142,Calm
spotify:track:4i7mcbkECX4kqRvfjbBGQz,0.534,0.441,0.113,Sad
spotify:track:2G0GextMwZJLkNxcSZ7ZJ3,0.686,0.672,0.857,Happy
spotify:track:4JGKZS7h4Qa16gOU3oNETV,0.551,0.643,0.514,Happy
spotify:track:2DnJjbjNTV9Nd5NOa1KGba,0.659,0.678,0.647,Happy
spotify:track:0PDCewmZCp0P5s00bptcdd,0.685,0.623,0.896,Happy
spotify:track:3gsCAGsWr6pUm1Vy7CPPob,0.476,0.381,0.33,Calm
spotify:track:05oETzWbd4SI33qK2gbJfR,0.723,0.49,0.795,Happy
spotify:track:1zNXF2svmdlNxfS5XeNUgr,0.745,0.219,0.635,Sad
spotify:track:7uWFUpGuEfmxYeymkV95jn,0.533,0.157,0.587,Sad
spotify:track:4T6FWA703h6H7zk1FoSARw,0.826,0.694,0.852,Happy
spotify:track:3AJwUDP919kvQ9QcozQPxg,0.429,0.661,0.285,Sad
spotify:track:7mjSHL2Eb0kAwiKbvNNyD9,0.48,0.542,0.567,Sad
spotify:track:1WYokrkFOb9TFVuTrmxTTt,0.632,0.397,0.731,Happy
spotify:track:0gEyKnHvgkrkBM6fbeHdwK,0.439,0.434,0.204,Sad
spotify:track:1K3LRUEcUz5FMtPYyg0F45,0.682,0.471,0.421,Sad
spotify:track:7w5AOd6HrDIHewHfpABEss,0.663,0.296,0.359,Sad
spotify:track:0iOZM63lendWRTTeKhZBSC,0.606,0.457,0.813,Happy
spotify:track:754kgU5rWscRTfvlsuEwFp,0.526,0.749,0.421,Happy
spotify:track:0LpF3BJplNYWei6BmgZJwq,0.713,0.234,0.388,Sad
spotify:track:1fDsrQ23eTAVFElUMaf38X,0.531,0.481,0.491,Sad
spotify:track:3Vby4nGmtbDo7HDJamOWkT,0.82,0.575,0.964,Happy
spotify:track:3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,0.908,Happy
spotify:track:49OMJ1prsRA7ZYgrAjz70c,0.632,0.683,0.701,Happy
spotify:track:2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,0.542,Happy
spotify:track:7iN1s7xHE4ifF5povM6A48,0.443,0.403,0.41,Calm
spotify:track:17phhZDn6oGtzMe56NuWvj,0.561,0.604,0.242,Sad
spotify:track:3yUcJwYu7fXAfqMj9krY6l,0.725,0.583,0.762,Happy
spotify:track:76TZCvJ8GitQ2FA1q5dKu0,0.439,0.488,0.629,Sad
spotify:track:0bRXwKfigvpKZUurwqAlEh,0.692,0.651,0.706,Happy
spotify:track:3zBhihYUHBmGd2bcQIobrF,0.769,0.367,0.535,Happy
spotify:track:0VNzEY1G4GLqcNx5qaaTl6,0.419,0.085,0.458,Sad
spotify:track:3FAclTFfvUuQYnEsptbK8w,0.403,0.422,0.378,Calm
spotify:track:70C4NyhjD5OZUMzvWZ3njJ,0.331,0.55,0.429,Sad
spotify:track:60ZGteAEtPCnGE6zevgUcd,0.379,0.879,0.37,Happy
spotify:track:5e9TFTbltYBg2xThimr0rU,0.545,0.67,0.481,Happy
spotify:track:6yLIqXX9edg1x0HZS7cZEv,0.279,0.473,0.246,Sad
spotify:track:0Z5ok0QLLttAKsujOZYOXf,0.616,0.47,0.325,Calm
spotify:track:5gOd6zDC8vhlYjqbQdJVWP,0.497,0.349,0.421,Sad
spotify:track:4FmCUATNIarCQh72JYdvnm,0.56,0.434,0.664,Happy
spotify:track:4UEgKxYLP0bPG6EwD0DgYK,0.554,0.651,0.652,Happy
spotify:track:6XK6Zw6JkFsHXzAcMWNiIr,0.5,0.704,0.722,Happy
spotify:track:17QTsL4K9B9v4rI8CAIdfC,0.44,0.462,0.31,Sad
spotify:track:7thzIJfxiZNZaPFA5OR9s1,0.676,0.609,0.557,Happy
spotify:track:1hQFF33xi8ruavZNyovtUN,0.737,0.495,0.967,Happy
spotify:track:3lh3iiiJeiBXHSZw6u0kh6,0.608,0.524,0.797,Happy
spotify:track:3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,0.426,Sad
spotify:track:4ZoBC5MhSEzuknIgAkBaoT,0.741,0.647,0.804,Happy
spotify:track:6mFkJmJqdDVQ1REhVfGgd1,0.481,0.262,0.375,Sad
spotify:track:7KX65PC1UZuImsUInThbav,0.629,0.58,0.655,Happy
spotify:track:35PKfoynRpVFoAUE3D5Kc6,0.432,0.388,0.256,Calm
spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,0.665,0.673,0.779,Happy
spotify:track:3rpi29kD9YUDwXz1yhjS7Q,0.443,0.852,0.578,Happy
spotify:track:3rGOoMEEIBonQBGOX48yjB,0.802,0.753,0.467,Happy
spotify:track:6opJ2k2wpZBIh0zskD0Vly,0.56,0.621,0.688,Happy
spotify:track:35LIFNsMZjGJhLvRYAYxTX,0.518,0.659,0.622,Happy
spotify:track:4EbMgU3Iidw5Mf6LVEAka7,0.742,0.614,0.281,Happy
spotify:track:5LOhvLGX0TpTq3ARrEf5AN,0.599,0.961,0.715,Happy
spotify:track:4HWKEJRyQcI6Kuil7l1EH2,0.607,0.717,0.645,Happy
spotify:track:4yenrR9Y848OpLlDhXIfPn,0.842,0.646,0.604,Happy
spotify:track:2g64mCME99fw9uVusSgKbG,0.58,0.89,0.657,Happy
spotify:track:31ZV8NeQHJ5T1Uut2AAXQl,0.663,0.482,0.811,Happy
spotify:track:6Q7BfhV5KDL6hm0Em5pvvR,0.731,0.804,0.928,Happy
spotify:track:37bo7pWufXi3AgYmpVDH9T,0.517,0.837,0.595,Happy
spotify:track:6MZ92cXtJIWZqCPgSed8DG,0.651,0.726,0.782,Happy
spotify:track:6mC2PY4sm4M0YFL9dsBMGc,0.72,0.952,0.752,Happy
spotify:track:5oTx5KTlzpkt71x5TJdWaW,0.665,0.295,0.563,Sad
spotify:track:7FlOiDVejbWWNn4RIv3TX1,0.64,0.821,0.878,Happy
spotify:track:6im92QcOBLYGo7xUF88sQV,0.56,0.942,0.859,Happy
spotify:track:4GBfKfnvmcTcNrlJcV4OLV,0.432,0.793,0.723,Happy
spotify:track:0aWEhkShXHRR628Flc85r2,0.662,0.847,0.93,Happy
spotify:track:0yPQB0dC23cqu9isXsIV1l,0.855,0.841,0.838,Happy
spotify:track:10FGeCWU5Fat4hxuN3uidG,0.567,0.94,0.801,Happy
spotify:track:0K8vEkosolZeljcKji1Mdv,0.764,0.5,0.607,Happy
spotify:track:6AJctRs7lBIWgRn9m2kUKz,0.467,0.881,0.446,Happy
spotify:track:5uaTH6WWKN8o2ihATZo2dO,0.765,0.966,0.886,Happy
spotify:track:6Dx1leKiMwzbSgbaQmoxBT,0.526,0.844,0.357,Happy
spotify:track:31qgshBnXeZWqCh0yQh4oG,0.711,0.193,0.493,Sad
spotify:track:4qTk8nfhNWade8PuccIIml,0.452,0.725,0.596,Happy
spotify:track:7kz4E8BGNVwfD1RQCfWJim,0.476,0.796,0.083,Happy
spotify:track:2dLdCIXjQ5W6QqJBRAVZfN,0.515,0.856,0.118,Happy
spotify:track:33j599xG6AUuZupVA5V2ZF,0.568,0.459,0.18,Sad
spotify:track:1sIEFKMIynOqDV91q1zJFV,0.756,0.877,0.428,Happy
spotify:track:04c3lDFrcmBuZ3r8m1t3yA,0.763,0.72,0.825,Happy
spotify:track:6Y9ZjgTiwbEUKsl1XzGPrY,0.52,0.892,0.562,Happy
spotify:track:4TPVl8Xasad677Pk7rKwhZ,0.4,0.878,0.505,Happy
spotify:track:3uMUdlo47oEes3kgL4T4EC,0.587,0.7,0.496,Happy
spotify:track:1P290ONlYcaw1EgJ5nMCMt,0.509,0.848,0.469,Happy
spotify:track:7biChppM3c8q7qcVl7ceb2,0.866,0.722,0.912,Happy
spotify:track:0aKl63MnUIVKkXlVtp2vLr,0.549,0.493,0.396,Sad
spotify:track:5Ni187gYCgJG90rGfMX7CY,0.89,0.404,0.526,Happy
spotify:track:4QWXRbz3cDgfHUHNrwqeoq,0.674,0.664,0.578,Happy
spotify:track:0rqe1Pt1EGu0VDAqPupREU,0.549,0.74,0.488,Happy
spotify:track:1xwDjxLlGNxXiHYqltJvpH,0.657,0.896,0.331,Happy
spotify:track:3tbt9FvJvu4iEztIoTFZui,0.598,0.915,0.631,Happy
spotify:track:0MXSymo8sAZ3FYTHSf8zMZ,0.769,0.701,0.801,Happy
spotify:track:0JGa93AoilHS4gWmVkwRAC,0.342,0.785,0.417,Happy
spotify:track:43mlnuJ7BX3MFSiSCKhsko,0.763,0.41,0.668,Happy
spotify:track:3SMnPcPNWMzTlsjABF5WRf,0.602,0.874,0.65,Happy
spotify:track:7JewSoJbzZqheqvv9z0oOW,0.484,0.866,0.468,Happy
spotify:track:2pJY0AVTXlmHh7kLza5lD1,0.651,0.874,0.601,Happy
spotify:track:6eShnwfNRZ0RbizgjMPaMR,0.434,0.744,0.665,Happy
spotify:track:1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,0.418,Happy
spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,0.582,0.525,0.51,Sad
spotify:track:0WIv5qV41y6YjjB9V1biuC,0.785,0.47,0.0569,Sad
spotify:track:60ynsPSSKe6O3sfwRnIBRf,0.749,0.463,0.189,Sad
spotify:track:7LTovppsXm7ncfRF0lA6q8,0.664,0.39,0.343,Sad
spotify:track:4z6YXURKvs98NXUlVGyevf,0.685,0.422,0.311,Happy
spotify:track:3rgPcA3yCtvVCxvcVFcBxs,0.624,0.524,0.546,Happy
spotify:track:1OubIZ0ARYCUq5kceYUQiO,0.465,0.225,0.207,Sad
spotify:track:1bjeWoagtHmUKputLVyDxQ,0.411,0.619,0.337,Sad
spotify:track:0JXXNGljqupsJaZsgSbMZV,0.684,0.607,0.498,Happy
spotify:track:4AwJSk491AvHk2AAJReGzZ,0.601,0.481,0.484,Sad
spotify:track:4osgfFTICMkcGbbigdsa53,0.762,0.508,0.37,Happy
spotify:track:3JmmzgSs6VvBa3gQzcijsm,0.526,0.459,0.342,Sad
spotify:track:6YuFv5d7iGeNnFMu6xphZl,0.701,0.591,0.423,Sad
spotify:track:5YABYtKx9qa56vBjlXDbmw,0.462,0.331,0.604,Sad
spotify:track:6pPLhloHxLWiMlAT5Xn1gw,0.464,0.126,0.181,Calm
spotify:track:53Nwlr3hxsGsu9eWU5EYjq,0.599,0.45,0.144,Sad
spotify:track:0RnxpSzxzwZgFQ0NahQr9K,0.773,0.256,0.357,Sad
spotify:track:0cNc0bSxmRVhAUJVYEd2Qk,0.65,0.647,0.554,Happy
spotify:track:4pAl7FkDMNBsjykPXo91B3,0.671,0.314,0.296,Sad
spotify:track:3JZjcKImHcmOI9ylL4zrSc,0.626,0.309,0.369,Sad
spotify:track:7DfFc7a6Rwfi3YQMRbDMau,0.721,0.339,0.2,Sad
spotify:track:2X62E2rxNuCK3IdwnutBbI,0.743,0.5,0.374,Happy
spotify:track:5dXWFMwD7I7zXsInONVl0H,0.535,0.388,0.412,Sad
spotify:track:4bBjJXHNQPiUdY0L90dO4D,0.638,0.638,0.551,Happy
spotify:track:75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,0.291,Sad
spotify:track:6N3qHjcwly8ZuhE4bPYJAX,0.659,0.295,0.36,Sad
spotify:track:6VwBbL8CzPiC4QV66ay7oR,0.658,0.591,0.326,Sad
spotify:track:1It1TxBK3xIQAB4xJkPevn,0.692,0.57,0.309,Happy
spotify:track:3KL5E7wbL8All8uDxYxcem,0.55,0.641,0.371,Sad
spotify:track:6PGoSes0D9eUDeeAafB2As,0.8,0.585,0.779,Happy
spotify:track:1RMJOxR6GRPsBHL8qeC2ux,0.524,0.364,0.436,Sad
spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0.543,Sad
spotify:track:5NijSs5dAwaIybq1GaRTIe,0.689,0.394,0.382,Sad
spotify:track:5utUZ5nv6y6dR8irsnOQEj,0.451,0.754,0.379,Happy
spotify:track:152lZdxL1OR0ZMW6KquMif,0.736,0.449,0.326,Happy
spotify:track:1DOgkaR5Gqa8JtPEIbQORC,0.677,0.541,0.379,Sad
spotify:track:3pXF1nA74528Edde4of9CC,0.765,0.356,0.189,Sad
spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,0.61,0.725,0.291,Happy
spotify:track:28iI7pOj51BlKlEwhmplaT,0.292,0.38,0.114,Sad
spotify:track:3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,0.556,Happy
spotify:track:6n3HGiq4v35D6eFOSwqYuo,0.766,0.283,0.144,Sad
spotify:track:6oEVnWKgPqIEPc53OYDNqG,0.45,0.352,0.408,Sad
spotify:track:5vprsDWNcHMEMH95sbJkH2,0.571,0.443,0.621,Happy
spotify:track:0PJIbOdMs3bd5AT8liULMQ,0.418,0.724,0.604,Happy
spotify:track:6VFKuuqSbA1GpMEosUgTwQ,0.637,0.299,0.364,Sad
spotify:track:4cxMGhkinTocPSVVKWIw0d,0.759,0.245,0.209,Sad
spotify:track:1eIXYZWEfJO3Na2LCCnIJE,0.707,0.261,0.545,Sad
spotify:track:4qgMPzf9QOETWQFUcFkHD4,0.569,0.325,0.274,Sad
spotify:track:5Se32hEA9raeboZerywxka,0.465,0.7,0.276,Happy
spotify:track:4K5d58UkmjqNsA7kY43jgt,0.616,0.203,0.416,Sad
spotify:track:4MbzauKV2ydtZZjLsPcuTF,0.621,0.411,0.357,Sad
spotify:track:5uXO1sjZ7VbNKexKaFRna3,0.67,0.41,0.46,Sad
spotify:track:1cFKKdG6gmpptMBFxasJOE,0.795,0.341,0.313,Sad
